# Node ID	X Coordinate	Y Coordinate	Z Coordinate
      433    -4.287552348E-02    -4.096132347E-03    -5.446721204E-02
      434    -4.651222234E-03    -7.000887388E-02    -3.807478362E-02
      435     4.654610163E-03     6.999809695E-02    -3.806368463E-02
      436     5.577688371E-02     2.237214431E-02    -5.455819882E-02
      437    -5.559531351E-02     2.200475972E-02    -5.448385838E-02
      438    -1.069810810E-01     5.713558618E-03    -6.560353728E-02
      439     1.069956411E-01    -5.730194280E-03    -6.562977592E-02
      440     6.536925678E-02    -3.431932690E-02    -5.384909751E-02
      441    -6.591486675E-02    -3.416930614E-02    -5.402188893E-02
      442     4.607520592E-02    -2.082050985E-02    -5.352056494E-02
      443     1.899166896E-02     5.288370057E-02    -4.430429385E-02
      444    -1.899145649E-02    -5.290068861E-02    -4.432708373E-02
      445    -6.546685475E-02    -1.889347967E-02    -5.640314408E-02
      446    -4.232518569E-02    -3.520153591E-02    -5.069068308E-02
      447    -9.560190441E-02     1.589622666E-02    -6.232288738E-02
      448     4.323972698E-02    -3.651364914E-02    -5.045903640E-02
      449     9.567225481E-02    -1.573027328E-02    -6.238385460E-02
      450    -4.079139528E-02     3.314111530E-02    -5.085064924E-02
      451     4.079755604E-02     3.321964156E-02    -5.092412170E-02
      452     8.701162638E-02    -3.967621755E-02    -5.655225094E-02
      453     8.750208858E-02     3.852663868E-02    -5.695827569E-02
      454    -8.746598369E-02     3.852117632E-02    -5.687316132E-02
      455    -7.316974661E-02     2.414173772E-02    -5.689278076E-02
      456     7.316403077E-02     2.415014883E-02    -5.699641449E-02
      457     5.746171564E-02     1.100680048E-02    -5.596167843E-02
      458    -1.114809315E-01     9.164046232E-04    -6.679622502E-02
      459     1.114842062E-01    -9.314496406E-04    -6.681818377E-02
      460    -1.597973808E-03    -6.383245687E-02    -4.030064590E-02
      461     2.981798496E-02     6.088365037E-02    -4.240107186E-02
      462     1.603393175E-03     6.381396366E-02    -4.028258644E-02
      463    -2.981795219E-02    -6.089120348E-02    -4.241558849E-02
      464    -3.038501995E-02    -3.900543249E-02    -4.876436986E-02
      465     3.031513384E-02     3.894830084E-02    -4.874465043E-02
      466     3.107082201E-02    -4.002217369E-02    -4.853637250E-02
      467    -3.113608894E-02     4.123135341E-02    -4.819571105E-02
      468    -4.446581289E-02     9.405223190E-03    -5.438419381E-02
      469     7.069989380E-02     3.073043138E-02    -5.547032830E-02
      470    -7.070736728E-02     3.071675223E-02    -5.536251296E-02
      471    -8.127848644E-02    -2.873622846E-02    -5.772942701E-02
      472     4.003863543E-02    -6.490771206E-02    -4.186898935E-02
      473    -4.004071910E-02     6.487168493E-02    -4.186987706E-02
      474    -4.704276106E-02    -6.400429007E-02    -4.296353817E-02
      475    -2.060503602E-02    -4.658386811E-02    -4.622432500E-02
      476     4.702847239E-02     6.399298772E-02    -4.295688223E-02
      477    -2.044710135E-02     4.758550935E-02    -4.586762511E-02
      478     2.060460742E-02     4.656502989E-02    -4.619791354E-02
      479     2.044848873E-02    -4.761117636E-02    -4.590555774E-02
      480    -1.828324488E-02     7.067808592E-02    -3.818580490E-02
      481    -1.904934276E-02    -7.088139101E-02    -3.816528263E-02
      482     1.904970039E-02     7.087648341E-02    -3.815739716E-02
      483    -1.003368811E-01     3.831816030E-02    -5.971642134E-02
      484     1.828827660E-02    -7.070075597E-02    -3.819016113E-02
      485     1.001325175E-01    -3.753112884E-02    -5.986370206E-02
      486     1.004420275E-01     3.830706107E-02    -5.978057113E-02
      487    -1.000612225E-01    -3.749186561E-02    -5.988626132E-02
      488    -1.043411521E-01     1.846212917E-02    -6.403532122E-02
      489     1.043444967E-01    -1.848504187E-02    -6.405353414E-02
      490     7.315689555E-02    -6.765307567E-03    -5.861136953E-02
      491    -6.882430009E-02    -1.443634627E-02    -5.738828294E-02
      492     6.520891301E-02    -1.142369456E-03    -5.745416786E-02
      493    -3.011397927E-02     5.021676587E-02    -4.572321939E-02
      494     3.013355945E-02    -5.035777739E-02    -4.572240057E-02
      495     7.418106451E-02    -8.385870131E-04    -5.893945407E-02
      496    -8.531311482E-02    -2.322102735E-02    -5.937326349E-02
      497    -1.873847016E-02     5.265098342E-02    -4.432722351E-02
      498     1.874182792E-02    -5.267926279E-02    -4.435849607E-02
      499     1.681684657E-02     5.888650184E-02    -4.231212932E-02
      500    -1.681610974E-02    -5.890138433E-02    -4.233005839E-02
      501    -5.791200316E-02     8.344575011E-03    -5.611414386E-02
      502     9.625527289E-02     3.522074855E-06    -6.328554741E-02
      503     5.018529134E-02     1.072211642E-02    -5.502728577E-02
      504     8.838903929E-02     3.043304546E-04    -6.162896781E-02
      505    -8.798160712E-02     1.726976939E-03    -6.149752833E-02
      506     3.898772567E-02     2.104655856E-02    -5.277582021E-02
      507     7.460358933E-02     4.652798368E-02    -5.249187599E-02
      508    -3.990858261E-02     2.066655116E-02    -5.283616849E-02
      509    -7.461151057E-02     4.651316878E-02    -5.241427416E-02
      510     7.467657043E-02    -4.664790914E-02    -5.243291224E-02
      511    -7.469232564E-02    -4.657092078E-02    -5.250727822E-02
      512    -3.097908269E-02    -4.575414652E-02    -4.711780197E-02
      513     3.097519066E-02     4.573941750E-02    -4.709250888E-02
